POINT_ID	SLOPE	NORTHIN_M	EASTING_M	SRTM_M	NGDC_M	LAT	LON	COWCOD 
16268	shelf	1054000	167500	-73	-74	41.42701	-124.26169	
16269	shelf	1054000	169500	-68	-68	41.42756	-124.23778	
16270	shelf	1054000	171500	-63	-64	41.42811	-124.21388	
16271	shelf	1054000	173500	-58	-57	41.42865	-124.18998	
16272	shelf	1054000	175500	-51	-49	41.42918	-124.16608	
16273	shelf	1054000	177500	-28	-38	41.42971	-124.14217	
16274	shelf	1054000	179500	-23	-23	41.43024	-124.11827	
16275	shelf	1054000	181500	-19	-17	41.43076	-124.09437	
16276	shelf	1054000	183500	-14	-3	41.43128	-124.07046	
16199	lower slope	1056000	107500	-1525	-1475	41.42616	-124.97931	
16200	upper slope	1056000	109500	-1246	-1219	41.42686	-124.95542	
16201	upper slope	1056000	111500	-979	-991	41.42755	-124.93153	
16202	upper slope	1056000	113500	-899	-872	41.42824	-124.90765	
16203	upper slope	1056000	115500	-778	-918	41.42893	-124.88376	
16204	upper slope	1056000	117500	-921	-947	41.42961	-124.85987	
16205	upper slope	1056000	119500	-953	-952	41.43028	-124.83598	
16206	upper slope	1056000	121500	-922	-966	41.43095	-124.81209	
16207	upper slope	1056000	123500	-964	-1002	41.43162	-124.78820	
16208	upper slope	1056000	125500	-1013	-1051	41.43228	-124.76431	
16209	upper slope	1056000	127500	-1033	-1061	41.43293	-124.74042	
16210	upper slope	1056000	129500	-1061	-1060	41.43358	-124.71653	
16211	upper slope	1056000	131500	-1059	-1050	41.43423	-124.69263	
16212	upper slope	1056000	133500	-1027	-1025	41.43487	-124.66874	
16213	upper slope	1056000	135500	-1020	-1016	41.43550	-124.64484	
16214	upper slope	1056000	137500	-1034	-1028	41.43613	-124.62095	
16215	upper slope	1056000	139500	-1041	-1042	41.43676	-124.59705	
16216	upper slope	1056000	141500	-1001	-992	41.43738	-124.57315	
16217	upper slope	1056000	143500	-771	-747	41.43800	-124.54926	
16218	upper slope	1056000	145500	-552	-538	41.43861	-124.52536	
16219	upper slope	1056000	147500	-269	-302	41.43921	-124.50146	
16220	shelf	1056000	149500	-195	-197	41.43981	-124.47756	
16221	shelf	1056000	151500	-149	-155	41.44041	-124.45366	
16222	shelf	1056000	153500	-122	-119	41.44100	-124.42975	
16223	shelf	1056000	155500	-110	-107	41.44159	-124.40585	
16224	shelf	1056000	157500	-96	-99	41.44217	-124.38195	
16225	shelf	1056000	159500	-90	-94	41.44274	-124.35804	
16226	shelf	1056000	161500	-86	-87	41.44331	-124.33414	
16227	shelf	1056000	163500	-80	-83	41.44388	-124.31023	
16228	shelf	1056000	165500	-75	-75	41.44444	-124.28633	
16229	shelf	1056000	167500	-72	-70	41.44500	-124.26242	
16230	shelf	1056000	169500	-66	-67	41.44555	-124.23851	
16231	shelf	1056000	171500	-61	-62	41.44609	-124.21461	
16232	shelf	1056000	173500	-55	-52	41.44664	-124.19070	
16233	shelf	1056000	175500	-48	-46	41.44717	-124.16679	
16234	shelf	1056000	177500	-27	-33	41.44770	-124.14288	
16235	shelf	1056000	179500	-23	-22	41.44823	-124.11897	
16236	shelf	1056000	181500	-22	-19	41.44875	-124.09506	
16237	shelf	1056000	183500	-17	-12	41.44927	-124.07114	
16159	lower slope	1058000	105500	-1569	-1511	41.44343	-125.00413	
16160	upper slope	1058000	107500	-1465	-1400	41.44413	-124.98024	
16161	upper slope	1058000	109500	-1164	-1192	41.44483	-124.95635	
16162	upper slope	1058000	111500	-876	-916	41.44553	-124.93246	
16163	upper slope	1058000	113500	-809	-835	41.44622	-124.90856	
16164	upper slope	1058000	115500	-894	-894	41.44690	-124.88467	
16165	upper slope	1058000	117500	-928	-953	41.44758	-124.86077	
16166	upper slope	1058000	119500	-948	-949	41.44826	-124.83688	
16167	upper slope	1058000	121500	-962	-959	41.44893	-124.81298	
16168	upper slope	1058000	123500	-1000	-998	41.44960	-124.78908	
16169	upper slope	1058000	125500	-998	-1055	41.45026	-124.76519	
16170	upper slope	1058000	127500	-1026	-1058	41.45091	-124.74129	
16171	upper slope	1058000	129500	-1039	-1052	41.45156	-124.71739	
16172	upper slope	1058000	131500	-1033	-1032	41.45221	-124.69349	
16173	upper slope	1058000	133500	-994	-1013	41.45285	-124.66959	
16174	upper slope	1058000	135500	-984	-1007	41.45349	-124.64569	
16175	upper slope	1058000	137500	-1015	-1015	41.45412	-124.62178	
16176	upper slope	1058000	139500	-1035	-1027	41.45474	-124.59788	
16177	upper slope	1058000	141500	-842	-944	41.45536	-124.57398	
16178	upper slope	1058000	143500	-705	-721	41.45598	-124.55007	
16179	upper slope	1058000	145500	-552	-529	41.45659	-124.52617	
16180	upper slope	1058000	147500	-244	-267	41.45720	-124.50226	
16181	shelf	1058000	149500	-186	-181	41.45780	-124.47835	
16182	shelf	1058000	151500	-146	-145	41.45839	-124.45444	
16183	shelf	1058000	153500	-121	-117	41.45899	-124.43054	
16184	shelf	1058000	155500	-108	-106	41.45957	-124.40663	
16185	shelf	1058000	157500	-98	-99	41.46015	-124.38272	
16186	shelf	1058000	159500	-89	-89	41.46073	-124.35881	
16187	shelf	1058000	161500	-86	-86	41.46130	-124.33489	
16188	shelf	1058000	163500	-82	-81	41.46187	-124.31098	
16189	shelf	1058000	165500	-75	-73	41.46243	-124.28707	
16190	shelf	1058000	167500	-68	-68	41.46299	-124.26316	
16191	shelf	1058000	169500	-63	-66	41.46354	-124.23924	
16192	shelf	1058000	171500	-60	-60	41.46408	-124.21533	
16193	shelf	1058000	173500	-53	-51	41.46463	-124.19141	
16194	shelf	1058000	175500	-45	-44	41.46516	-124.16750	
16195	shelf	1058000	177500	-28	-30	41.46569	-124.14358	
16196	shelf	1058000	179500	-23	-22	41.46622	-124.11966	
16197	shelf	1058000	181500	-20	-18	41.46674	-124.09575	
16198	shelf	1058000	183500	-6	-3	41.46726	-124.07183	
16120	lower slope	1060000	105500	-1483	-1499	41.46140	-125.00507	
16121	upper slope	1060000	107500	-1379	-1357	41.46211	-124.98117	
16122	upper slope	1060000	109500	-1097	-1150	41.46281	-124.95728	
16123	upper slope	1060000	111500	-727	-823	41.46351	-124.93338	
16124	upper slope	1060000	113500	-697	-743	41.46420	-124.90948	
16125	upper slope	1060000	115500	-879	-885	41.46488	-124.88558	
16126	upper slope	1060000	117500	-917	-924	41.46556	-124.86168	
16127	upper slope	1060000	119500	-893	-915	41.46624	-124.83777	
16128	upper slope	1060000	121500	-936	-940	41.46691	-124.81387	
16129	upper slope	1060000	123500	-967	-987	41.46758	-124.78997	
16130	upper slope	1060000	125500	-1003	-1011	41.46824	-124.76606	
16131	upper slope	1060000	127500	-1013	-1021	41.46889	-124.74216	
16132	upper slope	1060000	129500	-999	-1018	41.46954	-124.71825	
16133	upper slope	1060000	131500	-979	-1000	41.47019	-124.69434	
16134	upper slope	1060000	133500	-950	-977	41.47083	-124.67044	
16135	upper slope	1060000	135500	-949	-964	41.47147	-124.64653	
16136	upper slope	1060000	137500	-950	-974	41.47210	-124.62262	
16137	upper slope	1060000	139500	-958	-966	41.47273	-124.59871	
16138	upper slope	1060000	141500	-895	-883	41.47335	-124.57480	
16139	upper slope	1060000	143500	-701	-734	41.47396	-124.55089	
16140	upper slope	1060000	145500	-476	-458	41.47458	-124.52697	
16141	upper slope	1060000	147500	-224	-262	41.47518	-124.50306	
16142	shelf	1060000	149500	-177	-181	41.47578	-124.47915	
16143	shelf	1060000	151500	-141	-142	41.47638	-124.45523	
16144	shelf	1060000	153500	-120	-116	41.47697	-124.43132	
16145	shelf	1060000	155500	-107	-105	41.47756	-124.40740	
16146	shelf	1060000	157500	-97	-99	41.47814	-124.38349	
16147	shelf	1060000	159500	-93	-92	41.47872	-124.35957	
16148	shelf	1060000	161500	-86	-85	41.47929	-124.33565	
16149	shelf	1060000	163500	-80	-79	41.47986	-124.31173	
16150	shelf	1060000	165500	-74	-74	41.48042	-124.28781	
16151	shelf	1060000	167500	-65	-66	41.48097	-124.26389	
16152	shelf	1060000	169500	-60	-61	41.48153	-124.23997	
16153	shelf	1060000	171500	-57	-56	41.48207	-124.21605	
16154	shelf	1060000	173500	-51	-51	41.48261	-124.19213	
16155	shelf	1060000	175500	-43	-43	41.48315	-124.16821	
16156	shelf	1060000	177500	-30	-30	41.48368	-124.14428	
16157	shelf	1060000	179500	-22	-23	41.48421	-124.12036	
16158	shelf	1060000	181500	-20	-18	41.48473	-124.09644	
16081	lower slope	1062000	105500	-1503	-1483	41.47938	-125.00601	
16082	upper slope	1062000	107500	-1295	-1261	41.48009	-124.98211	
16083	upper slope	1062000	109500	-993	-1161	41.48079	-124.95820	
16084	upper slope	1062000	111500	-725	-732	41.48148	-124.93430	
16085	upper slope	1062000	113500	-641	-633	41.48217	-124.91039	
16086	upper slope	1062000	115500	-872	-887	41.48286	-124.88649	
16087	upper slope	1062000	117500	-911	-928	41.48354	-124.86258	
16088	upper slope	1062000	119500	-836	-827	41.48422	-124.83867	
16089	upper slope	1062000	121500	-929	-928	41.48489	-124.81476	
16090	upper slope	1062000	123500	-972	-984	41.48556	-124.79085	
16091	upper slope	1062000	125500	-994	-990	41.48622	-124.76694	
16092	upper slope	1062000	127500	-984	-991	41.48687	-124.74303	
16093	upper slope	1062000	129500	-982	-977	41.48753	-124.71911	
16094	upper slope	1062000	131500	-959	-955	41.48817	-124.69520	
16095	upper slope	1062000	133500	-941	-948	41.48881	-124.67129	
16096	upper slope	1062000	135500	-937	-944	41.48945	-124.64737	
16097	upper slope	1062000	137500	-919	-922	41.49008	-124.62346	
16098	upper slope	1062000	139500	-884	-934	41.49071	-124.59954	
16099	upper slope	1062000	141500	-769	-884	41.49133	-124.57562	
16100	upper slope	1062000	143500	-599	-589	41.49195	-124.55170	
16101	upper slope	1062000	145500	-429	-441	41.49256	-124.52778	
16102	upper slope	1062000	147500	-216	-258	41.49317	-124.50387	
16103	shelf	1062000	149500	-169	-170	41.49377	-124.47995	
16104	shelf	1062000	151500	-138	-134	41.49437	-124.45602	
16105	shelf	1062000	153500	-118	-116	41.49496	-124.43210	
16106	shelf	1062000	155500	-106	-105	41.49554	-124.40818	
16107	shelf	1062000	157500	-97	-98	41.49613	-124.38426	
16108	shelf	1062000	159500	-92	-92	41.49670	-124.36033	
16109	shelf	1062000	161500	-86	-87	41.49728	-124.33641	
16110	shelf	1062000	163500	-77	-77	41.49784	-124.31248	
16111	shelf	1062000	165500	-73	-70	41.49840	-124.28856	
16112	shelf	1062000	167500	-64	-65	41.49896	-124.26463	
16113	shelf	1062000	169500	-58	-59	41.49951	-124.24070	
16114	shelf	1062000	171500	-54	-55	41.50006	-124.21678	
16115	shelf	1062000	173500	-49	-50	41.50060	-124.19285	
16116	shelf	1062000	175500	-39	-42	41.50114	-124.16892	
16117	shelf	1062000	177500	-28	-27	41.50167	-124.14499	
16118	shelf	1062000	179500	-23	-23	41.50220	-124.12106	
16119	shelf	1062000	181500	-29	-17	41.50272	-124.09713	
16042	upper slope	1064000	105500	-1455	-1354	41.49736	-125.00695	
16043	upper slope	1064000	107500	-1210	-1191	41.49806	-124.98304	
16044	upper slope	1064000	109500	-925	-1144	41.49876	-124.95913	
16045	upper slope	1064000	111500	-752	-738	41.49946	-124.93522	
16046	upper slope	1064000	113500	-717	-675	41.50015	-124.91131	
16047	upper slope	1064000	115500	-874	-876	41.50084	-124.88740	
16048	upper slope	1064000	117500	-883	-885	41.50152	-124.86348	
16049	upper slope	1064000	119500	-920	-912	41.50220	-124.83957	
16050	upper slope	1064000	121500	-958	-955	41.50287	-124.81565	
16051	upper slope	1064000	123500	-979	-979	41.50354	-124.79173	
16052	upper slope	1064000	125500	-975	-972	41.50420	-124.76782	
16053	upper slope	1064000	127500	-949	-943	41.50485	-124.74390	
16054	upper slope	1064000	129500	-948	-935	41.50551	-124.71998	
16055	upper slope	1064000	131500	-949	-938	41.50615	-124.69606	
16056	upper slope	1064000	133500	-931	-934	41.50680	-124.67214	
16057	upper slope	1064000	135500	-921	-920	41.50743	-124.64821	
16058	upper slope	1064000	137500	-900	-913	41.50806	-124.62429	
16059	upper slope	1064000	139500	-848	-899	41.50869	-124.60037	
16060	upper slope	1064000	141500	-741	-754	41.50931	-124.57645	
16061	upper slope	1064000	143500	-534	-512	41.50993	-124.55252	
16062	upper slope	1064000	145500	-404	-408	41.51054	-124.52860	
16063	upper slope	1064000	147500	-243	-254	41.51115	-124.50467	
16064	shelf	1064000	149500	-163	-167	41.51175	-124.48074	
16065	shelf	1064000	151500	-137	-133	41.51235	-124.45682	
16066	shelf	1064000	153500	-122	-116	41.51294	-124.43289	
16067	shelf	1064000	155500	-107	-106	41.51353	-124.40896	
16068	shelf	1064000	157500	-98	-100	41.51411	-124.38503	
16069	shelf	1064000	159500	-93	-94	41.51469	-124.36110	
16070	shelf	1064000	161500	-86	-86	41.51526	-124.33717	
16071	shelf	1064000	163500	-77	-80	41.51583	-124.31324	
16072	shelf	1064000	165500	-72	-70	41.51639	-124.28930	
16073	shelf	1064000	167500	-63	-65	41.51695	-124.26537	
16074	shelf	1064000	169500	-57	-57	41.51750	-124.24144	
16075	shelf	1064000	171500	-51	-52	41.51805	-124.21750	
16076	shelf	1064000	173500	-45	-47	41.51859	-124.19357	
16077	shelf	1064000	175500	-39	-36	41.51913	-124.16963	
16078	shelf	1064000	177500	-26	-26	41.51966	-124.14569	
16079	shelf	1064000	179500	-23	-22	41.52019	-124.12176	
16080	shelf	1064000	181500	-15	-18	41.52071	-124.09782	
16002	lower slope	1066000	103500	-1545	-1596	41.51462	-125.03181	
16003	upper slope	1066000	105500	-1344	-1233	41.51533	-125.00790	
16004	upper slope	1066000	107500	-1133	-1143	41.51604	-124.98398	
16005	upper slope	1066000	109500	-934	-1053	41.51674	-124.96006	
16006	upper slope	1066000	111500	-837	-848	41.51744	-124.93615	
16007	upper slope	1066000	113500	-742	-727	41.51813	-124.91223	
16008	upper slope	1066000	115500	-916	-906	41.51882	-124.88831	
16009	upper slope	1066000	117500	-948	-932	41.51950	-124.86438	
16010	upper slope	1066000	119500	-953	-954	41.52018	-124.84046	
16011	upper slope	1066000	121500	-968	-971	41.52085	-124.81654	
16012	upper slope	1066000	123500	-969	-971	41.52152	-124.79262	
16013	upper slope	1066000	125500	-971	-942	41.52218	-124.76869	
16014	upper slope	1066000	127500	-921	-911	41.52284	-124.74477	
16015	upper slope	1066000	129500	-922	-919	41.52349	-124.72084	
16016	upper slope	1066000	131500	-934	-925	41.52413	-124.69692	
16017	upper slope	1066000	133500	-922	-926	41.52478	-124.67299	
16018	upper slope	1066000	135500	-909	-900	41.52541	-124.64906	
16019	upper slope	1066000	137500	-875	-885	41.52605	-124.62513	
16020	upper slope	1066000	139500	-823	-863	41.52667	-124.60120	
16021	upper slope	1066000	141500	-733	-756	41.52730	-124.57727	
16022	upper slope	1066000	143500	-549	-511	41.52792	-124.55334	
16023	upper slope	1066000	145500	-415	-403	41.52853	-124.52941	
16024	upper slope	1066000	147500	-284	-289	41.52914	-124.50547	
16025	shelf	1066000	149500	-174	-182	41.52974	-124.48154	
16026	shelf	1066000	151500	-138	-142	41.53034	-124.45761	
16027	shelf	1066000	153500	-119	-118	41.53093	-124.43367	
16028	shelf	1066000	155500	-108	-108	41.53152	-124.40974	
16029	shelf	1066000	157500	-98	-100	41.53210	-124.38580	
16030	shelf	1066000	159500	-94	-94	41.53268	-124.36186	
16031	shelf	1066000	161500	-86	-85	41.53325	-124.33793	
16032	shelf	1066000	163500	-75	-75	41.53382	-124.31399	
16033	shelf	1066000	165500	-70	-66	41.53438	-124.29005	
16034	shelf	1066000	167500	-61	-63	41.53494	-124.26611	
16035	shelf	1066000	169500	-55	-55	41.53549	-124.24217	
16036	shelf	1066000	171500	-49	-46	41.53604	-124.21823	
16037	shelf	1066000	173500	-41	-39	41.53658	-124.19429	
16038	shelf	1066000	175500	-37	-35	41.53712	-124.17034	
16039	shelf	1066000	177500	-26	-26	41.53765	-124.14640	
16040	shelf	1066000	179500	-23	-22	41.53818	-124.12246	
16041	shelf	1066000	181500	-28	-16	41.53870	-124.09851	
15962	lower slope	1068000	103500	-1442	-9999	41.53259	-125.03277	
15963	upper slope	1068000	105500	-1208	-1183	41.53331	-125.00884	
15964	upper slope	1068000	107500	-1102	-1106	41.53401	-124.98492	
15965	upper slope	1068000	109500	-965	-1039	41.53472	-124.96100	
15966	upper slope	1068000	111500	-896	-925	41.53541	-124.93707	
15967	upper slope	1068000	113500	-852	-849	41.53611	-124.91314	
15968	upper slope	1068000	115500	-878	-889	41.53679	-124.88922	
15969	upper slope	1068000	117500	-1010	-1006	41.53748	-124.86529	
15970	upper slope	1068000	119500	-967	-968	41.53815	-124.84136	
15971	upper slope	1068000	121500	-958	-965	41.53883	-124.81743	
15972	upper slope	1068000	123500	-944	-937	41.53949	-124.79350	
15973	upper slope	1068000	125500	-895	-897	41.54016	-124.76957	
15974	upper slope	1068000	127500	-880	-897	41.54082	-124.74564	
15975	upper slope	1068000	129500	-914	-913	41.54147	-124.72171	
15976	upper slope	1068000	131500	-919	-915	41.54212	-124.69777	
15977	upper slope	1068000	133500	-911	-906	41.54276	-124.67384	
15978	upper slope	1068000	135500	-901	-894	41.54340	-124.64990	
15979	upper slope	1068000	137500	-858	-872	41.54403	-124.62597	
15980	upper slope	1068000	139500	-790	-827	41.54466	-124.60203	
15981	upper slope	1068000	141500	-728	-725	41.54528	-124.57810	
15982	upper slope	1068000	143500	-597	-647	41.54590	-124.55416	
15983	upper slope	1068000	145500	-474	-434	41.54651	-124.53022	
15984	upper slope	1068000	147500	-303	-312	41.54712	-124.50628	
15985	shelf	1068000	149500	-182	-192	41.54772	-124.48234	
15986	shelf	1068000	151500	-142	-147	41.54832	-124.45840	
15987	shelf	1068000	153500	-123	-123	41.54891	-124.43446	
15988	shelf	1068000	155500	-111	-110	41.54950	-124.41052	
15989	shelf	1068000	157500	-97	-101	41.55009	-124.38657	
15990	shelf	1068000	159500	-94	-94	41.55066	-124.36263	
15991	shelf	1068000	161500	-83	-84	41.55124	-124.33868	
15992	shelf	1068000	163500	-76	-71	41.55180	-124.31474	
15993	shelf	1068000	165500	-67	-65	41.55237	-124.29079	
15994	shelf	1068000	167500	-59	-59	41.55293	-124.26685	
15995	shelf	1068000	169500	-50	-50	41.55348	-124.24290	
15996	shelf	1068000	171500	-46	-45	41.55403	-124.21895	
15997	shelf	1068000	173500	-40	-38	41.55457	-124.19500	
15998	shelf	1068000	175500	-35	-30	41.55511	-124.17106	
15999	shelf	1068000	177500	-26	-28	41.55564	-124.14711	
16000	shelf	1068000	179500	-22	-24	41.55617	-124.12316	
16001	shelf	1068000	181500	-13	-1	41.55669	-124.09920	
15923	lower slope	1070000	103500	-1565	-1422	41.55057	-125.03372	
15924	upper slope	1070000	105500	-1232	-1304	41.55128	-125.00979	
15925	upper slope	1070000	107500	-1077	-1227	41.55199	-124.98586	
15926	upper slope	1070000	109500	-980	-994	41.55269	-124.96193	
15927	upper slope	1070000	111500	-929	-902	41.55339	-124.93800	
15928	upper slope	1070000	113500	-1029	-948	41.55408	-124.91406	
15929	upper slope	1070000	115500	-1057	-1029	41.55477	-124.89013	
15930	upper slope	1070000	117500	-1007	-996	41.55546	-124.86620	
15931	upper slope	1070000	119500	-946	-962	41.55613	-124.84226	
15932	upper slope	1070000	121500	-919	-924	41.55681	-124.81832	
15933	upper slope	1070000	123500	-885	-904	41.55747	-124.79439	
15934	upper slope	1070000	125500	-868	-868	41.55814	-124.77045	
15935	upper slope	1070000	127500	-895	-899	41.55880	-124.74651	
15936	upper slope	1070000	129500	-905	-905	41.55945	-124.72257	
15937	upper slope	1070000	131500	-911	-905	41.56010	-124.69863	
15938	upper slope	1070000	133500	-894	-895	41.56074	-124.67469	
15939	upper slope	1070000	135500	-881	-875	41.56138	-124.65075	
15940	upper slope	1070000	137500	-821	-851	41.56201	-124.62681	
15941	upper slope	1070000	139500	-761	-790	41.56264	-124.60287	
15942	upper slope	1070000	141500	-711	-721	41.56326	-124.57892	
15943	upper slope	1070000	143500	-611	-637	41.56388	-124.55498	
15944	upper slope	1070000	145500	-512	-465	41.56450	-124.53103	
15945	upper slope	1070000	147500	-328	-347	41.56510	-124.50709	
15946	upper slope	1070000	149500	-225	-232	41.56571	-124.48314	
15947	shelf	1070000	151500	-158	-150	41.56631	-124.45919	
15948	shelf	1070000	153500	-130	-128	41.56690	-124.43524	
15949	shelf	1070000	155500	-116	-114	41.56749	-124.41130	
15950	shelf	1070000	157500	-100	-103	41.56807	-124.38735	
15951	shelf	1070000	159500	-92	-93	41.56865	-124.36340	
15952	shelf	1070000	161500	-82	-83	41.56922	-124.33944	
15953	shelf	1070000	163500	-73	-71	41.56979	-124.31549	
15954	shelf	1070000	165500	-65	-64	41.57036	-124.29154	
15955	shelf	1070000	167500	-54	-57	41.57091	-124.26759	
15956	shelf	1070000	169500	-49	-48	41.57147	-124.24363	
15957	shelf	1070000	171500	-44	-44	41.57202	-124.21968	
15958	shelf	1070000	173500	-39	-37	41.57256	-124.19573	
15959	shelf	1070000	175500	-33	-31	41.57310	-124.17177	
15960	shelf	1070000	177500	-28	-28	41.57363	-124.14781	
15961	shelf	1070000	179500	-21	-25	41.57416	-124.12386	
15884	lower slope	1072000	103500	-1433	-1402	41.56854	-125.03467	
15885	upper slope	1072000	105500	-1184	-1171	41.56926	-125.01073	
15886	upper slope	1072000	107500	-1032	-1035	41.56997	-124.98680	
15887	upper slope	1072000	109500	-1175	-1024	41.57067	-124.96286	
15888	upper slope	1072000	111500	-1114	-996	41.57137	-124.93892	
15889	upper slope	1072000	113500	-1037	-1067	41.57206	-124.91498	
15890	upper slope	1072000	115500	-978	-989	41.57275	-124.89104	
15891	upper slope	1072000	117500	-972	-975	41.57343	-124.86710	
15892	upper slope	1072000	119500	-911	-943	41.57411	-124.84316	
15893	upper slope	1072000	121500	-877	-892	41.57479	-124.81922	
15894	upper slope	1072000	123500	-864	-865	41.57545	-124.79527	
15895	upper slope	1072000	125500	-894	-887	41.57612	-124.77133	
15896	upper slope	1072000	127500	-897	-899	41.57678	-124.74739	
15897	upper slope	1072000	129500	-898	-899	41.57743	-124.72344	
15898	upper slope	1072000	131500	-902	-896	41.57808	-124.69949	
15899	upper slope	1072000	133500	-881	-881	41.57872	-124.67555	
15900	upper slope	1072000	135500	-863	-859	41.57936	-124.65160	
15901	upper slope	1072000	137500	-809	-828	41.57999	-124.62765	
15902	upper slope	1072000	139500	-768	-773	41.58062	-124.60370	
15903	upper slope	1072000	141500	-710	-720	41.58125	-124.57975	
15904	upper slope	1072000	143500	-612	-630	41.58187	-124.55580	
15905	upper slope	1072000	145500	-525	-484	41.58248	-124.53185	
15906	upper slope	1072000	147500	-311	-367	41.58309	-124.50789	
15907	upper slope	1072000	149500	-208	-257	41.58369	-124.48394	
15908	shelf	1072000	151500	-162	-161	41.58429	-124.45999	
15909	shelf	1072000	153500	-132	-133	41.58488	-124.43603	
15910	shelf	1072000	155500	-115	-115	41.58547	-124.41208	
15911	shelf	1072000	157500	-102	-103	41.58606	-124.38812	
15912	shelf	1072000	159500	-92	-93	41.58664	-124.36416	
15913	shelf	1072000	161500	-85	-84	41.58721	-124.34021	
15914	shelf	1072000	163500	-73	-69	41.58778	-124.31625	
15915	shelf	1072000	165500	-62	-62	41.58834	-124.29229	
15916	shelf	1072000	167500	-52	-52	41.58890	-124.26833	
15917	shelf	1072000	169500	-49	-48	41.58946	-124.24437	
15918	shelf	1072000	171500	-42	-44	41.59001	-124.22041	
15919	shelf	1072000	173500	-37	-39	41.59055	-124.19645	
15920	shelf	1072000	175500	-33	-34	41.59109	-124.17248	
15921	shelf	1072000	177500	-28	-29	41.59162	-124.14852	
15922	shelf	1072000	179500	-15	-24	41.59215	-124.12456	
15844	lower slope	1074000	101500	-1550	-1593	41.58580	-125.05957	
15845	lower slope	1074000	103500	-1464	-1549	41.58652	-125.03562	
15846	upper slope	1074000	105500	-1167	-1195	41.58723	-125.01168	
15847	upper slope	1074000	107500	-1100	-1080	41.58794	-124.98774	
15848	upper slope	1074000	109500	-1020	-1009	41.58865	-124.96379	
15849	upper slope	1074000	111500	-1009	-1013	41.58934	-124.93985	
15850	upper slope	1074000	113500	-983	-986	41.59004	-124.91590	
15851	upper slope	1074000	115500	-971	-973	41.59073	-124.89196	
15852	upper slope	1074000	117500	-947	-958	41.59141	-124.86801	
15853	upper slope	1074000	119500	-877	-896	41.59209	-124.84406	
15854	upper slope	1074000	121500	-860	-859	41.59276	-124.82011	
15855	upper slope	1074000	123500	-880	-881	41.59343	-124.79616	
15856	upper slope	1074000	125500	-900	-890	41.59410	-124.77221	
15857	upper slope	1074000	127500	-892	-893	41.59476	-124.74826	
15858	upper slope	1074000	129500	-891	-891	41.59541	-124.72431	
15859	upper slope	1074000	131500	-896	-887	41.59606	-124.70035	
15860	upper slope	1074000	133500	-869	-873	41.59670	-124.67640	
15861	upper slope	1074000	135500	-849	-850	41.59734	-124.65245	
15862	upper slope	1074000	137500	-789	-802	41.59798	-124.62849	
15863	upper slope	1074000	139500	-759	-757	41.59861	-124.60453	
15864	upper slope	1074000	141500	-709	-719	41.59923	-124.58058	
15865	upper slope	1074000	143500	-625	-628	41.59985	-124.55662	
15866	upper slope	1074000	145500	-541	-502	41.60046	-124.53266	
15867	upper slope	1074000	147500	-359	-381	41.60107	-124.50870	
15868	upper slope	1074000	149500	-239	-274	41.60168	-124.48474	
15869	shelf	1074000	151500	-186	-183	41.60228	-124.46078	
15870	shelf	1074000	153500	-133	-134	41.60287	-124.43682	
15871	shelf	1074000	155500	-119	-120	41.60346	-124.41286	
15872	shelf	1074000	157500	-102	-103	41.60404	-124.38889	
15873	shelf	1074000	159500	-91	-93	41.60462	-124.36493	
15874	shelf	1074000	161500	-82	-81	41.60520	-124.34097	
15875	shelf	1074000	163500	-69	-67	41.60577	-124.31700	
15876	shelf	1074000	165500	-59	-57	41.60633	-124.29304	
15877	shelf	1074000	167500	-50	-52	41.60689	-124.26907	
15878	shelf	1074000	169500	-47	-46	41.60744	-124.24510	
15879	shelf	1074000	171500	-43	-42	41.60799	-124.22114	
15880	shelf	1074000	173500	-39	-37	41.60854	-124.19717	
15881	shelf	1074000	175500	-35	-36	41.60908	-124.17320	
15882	shelf	1074000	177500	-30	-31	41.60961	-124.14923	
15883	shelf	1074000	179500	-11	-14	41.61014	-124.12526	
15804	lower slope	1076000	101500	-1588	-1598	41.60378	-125.06053	
15805	upper slope	1076000	103500	-1470	-1335	41.60449	-125.03658	
15806	upper slope	1076000	105500	-1208	-1216	41.60521	-125.01263	
15807	upper slope	1076000	107500	-1144	-1150	41.60592	-124.98868	
15808	upper slope	1076000	109500	-1089	-1075	41.60662	-124.96473	
15809	upper slope	1076000	111500	-1025	-1028	41.60732	-124.94078	
15810	upper slope	1076000	113500	-978	-987	41.60802	-124.91682	
15811	upper slope	1076000	115500	-957	-954	41.60871	-124.89287	
15812	upper slope	1076000	117500	-929	-941	41.60939	-124.86892	
15813	upper slope	1076000	119500	-869	-867	41.61007	-124.84496	
15814	upper slope	1076000	121500	-876	-878	41.61074	-124.82101	
15815	upper slope	1076000	123500	-883	-883	41.61141	-124.79705	
15816	upper slope	1076000	125500	-886	-887	41.61208	-124.77309	
15817	upper slope	1076000	127500	-887	-887	41.61274	-124.74913	
15818	upper slope	1076000	129500	-882	-885	41.61339	-124.72518	
15819	upper slope	1076000	131500	-882	-876	41.61404	-124.70122	
15820	upper slope	1076000	133500	-861	-866	41.61468	-124.67726	
15821	upper slope	1076000	135500	-839	-828	41.61532	-124.65329	
15822	upper slope	1076000	137500	-776	-788	41.61596	-124.62933	
15823	upper slope	1076000	139500	-750	-754	41.61659	-124.60537	
15824	upper slope	1076000	141500	-702	-707	41.61721	-124.58141	
